,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Hour,Duration
313,A-13553,MapQuest,201.0,2,2016-10-25 17:51:51,2016-10-25 18:21:24,37.769672,-122.41613,,,0.01,Accident on US-101 Van Ness Ave Northbound at Van Ness Ave.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2016-10-25 17:56:00,68.0,,65.0,30.02,10.0,SSE,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,29
317,A-13645,MapQuest,201.0,3,2016-10-26 10:56:37,2016-10-26 11:26:17,37.73864,-122.407997,,,0.01,Accident on I-280 Northbound at Exits 54 54A 54B US-101.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2016-10-26 10:56:00,63.0,,75.0,30.07,10.0,ENE,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,29
319,A-13807,MapQuest,201.0,3,2016-10-27 10:35:32,2016-10-27 11:05:15,37.731361,-122.423836,,,0.01,Accident on I-280 Northbound at Exit 53 Alemany Blvd.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-10-27 10:56:00,64.0,,75.0,29.97,10.0,ESE,3.5,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,29
320,A-13907,MapQuest,201.0,2,2016-10-27 19:22:19,2016-10-27 19:52:00,37.724007,-122.401474,,,0.01,Right hand shoulder blocked due to accident on US-101 Southbound at Exit 430A Mansell St.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-10-27 19:15:00,61.0,,90.0,29.94,2.5,Calm,,0.03,Light Rain,False,False,False,False,True,False,False,False,True,False,False,False,False,Night,Night,Night,Day,19,29
339,A-14408,MapQuest,201.0,2,2016-11-01 11:57:40,2016-11-01 12:27:10,37.727306,-122.402786,,,0.01,Accident on US-101 Southbound at Exits 430A 430B 431 I-280.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-11-01 11:56:00,63.0,,60.0,30.11,10.0,West,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,29
340,A-14499,MapQuest,201.0,2,2016-11-01 20:01:24,2016-11-01 20:31:06,37.743958,-122.405594,,,0.01,Right hand shoulder blocked due to accident on US-101 Northbound at Exit 432 Potrero Ave.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-11-01 19:56:00,57.9,,75.0,30.14,10.0,West,15.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,20,29
341,A-14537,MapQuest,201.0,3,2016-11-02 04:03:36,2016-11-02 04:48:12,37.721279,-122.448204,,,0.01,Right hand shoulder blocked due to accident on I-280 Northbound at Exit 51 Ocean Ave.,,Geneva Ave,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-11-02 03:56:00,53.1,,83.0,30.15,10.0,West,3.5,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,4,44
342,A-14649,MapQuest,201.0,3,2016-11-02 15:18:36,2016-11-02 15:48:17,37.789082,-122.387558,,,0.01,Right hand shoulder blocked due to accident on I-80 Eastbound at Exits 2B 2C Harrison St.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2016-11-02 14:53:00,66.0,,65.0,30.15,10.0,West,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,29
348,A-14726,MapQuest,201.0,2,2016-11-03 01:00:44,2016-11-03 01:30:29,37.743958,-122.405594,,,0.01,Slow lane blocked due to accident on US-101 Northbound at Exit 432 Potrero Ave.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-11-03 00:56:00,54.0,,83.0,30.18,10.0,SW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1,29
353,A-14927,MapQuest,201.0,3,2016-11-03 22:02:29,2016-11-03 22:32:07,37.732143,-122.431419,,,0.01,Right hand shoulder blocked due to accident on I-280 Southbound at Exit 52 Bosworth St.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-11-03 21:56:00,64.0,,67.0,30.09,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22,29
355,A-14949,MapQuest,241.0,2,2016-11-03 22:54:08,2016-11-03 23:23:37,37.763355,-122.40506,,,0.01,One lane blocked due to accident on US-101 Northbound at Exit 433A Vermont St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-11-03 22:53:00,59.0,,72.0,30.09,10.0,ENE,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22,29
370,A-15440,MapQuest,222.0,2,2016-11-06 23:00:33,2016-11-06 23:30:05,37.723717,-122.401115,,,0.01,Queueing traffic and right hand shoulder blocked due to accident on US-101 Northbound at Exit 430A Mansell St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-11-06 22:56:00,62.1,,84.0,30.12,10.0,NW,4.6,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,23,29
372,A-15563,MapQuest,206.0,3,2016-11-07 17:42:26,2016-11-07 18:11:26,37.721279,-122.448204,,,0.01,Left lane blocked due to fuel spillage on I-280 Northbound near Exit 51 Ocean Ave.,,Geneva Ave,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-11-07 17:56:00,68.0,,68.0,30.12,10.0,Calm,,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day,17,29
374,A-15650,MapQuest,241.0,2,2016-11-08 02:12:28,2016-11-08 02:57:08,37.723717,-122.401115,,,0.01,Lane blocked due to accident on US-101 Southbound at Exit 430A Mansell St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-11-08 01:56:00,60.1,,83.0,30.12,10.0,SSW,3.5,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2,44
385,A-15918,MapQuest,201.0,3,2016-11-09 09:22:20,2016-11-09 10:07:02,37.719143,-122.448471,,,0.01,Accident on I-280 Southbound at Exit 51 Ocean Ave.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-11-09 08:56:00,64.0,,78.0,30.12,10.0,East,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,44
391,A-16008,MapQuest,201.0,2,2016-11-09 16:03:12,2016-11-09 16:32:53,37.724007,-122.401474,,,0.01,Right hand shoulder blocked due to accident on US-101 Southbound at Exit 430A Mansell St.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-11-09 15:56:00,73.9,,55.0,30.01,10.0,Calm,,,Scattered Clouds,False,False,False,False,True,False,False,False,True,False,False,False,False,Day,Day,Day,Day,16,29
405,A-16423,MapQuest,201.0,3,2016-11-11 21:34:14,2016-11-11 22:03:49,37.740299,-122.40786,,,0.01,GP lane blocked due to accident on I-280 Northbound at Exits 54 54A 54B US-101.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-11-11 21:56:00,63.0,,67.0,30.09,10.0,WNW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,21,29
417,A-16917,MapQuest,241.0,2,2016-11-15 20:00:59,2016-11-15 20:30:40,37.761818,-122.40586100000002,,,0.01,#1 lane blocked due to accident on US-101 Northbound at Exit 433A Vermont St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-11-15 19:53:00,59.0,,67.0,30.1,10.0,WNW,11.5,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,20,29
418,A-17000,MapQuest,201.0,2,2016-11-16 09:37:38,2016-11-16 10:07:15,37.743958,-122.405594,,,0.01,Slow lane blocked due to accident on US-101 Northbound at Exit 432 Potrero Ave.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-11-16 09:56:00,57.9,,53.0,30.12,10.0,WNW,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,29
420,A-17078,MapQuest,241.0,3,2016-11-16 12:48:02,2016-11-16 13:17:43,37.767647,-122.396187,,,0.01,One lane blocked due to accident on I-280 Southbound at Exit 57 King St.,,I-280 S,R,San Francisco,San Francisco,CA,94158,US,US/Pacific,KOAK,2016-11-16 12:53:00,62.1,,48.0,30.07,10.0,West,19.6,,Partly Cloudy,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,12,29
423,A-17135,MapQuest,241.0,2,2016-11-16 18:00:23,2016-11-16 18:30:03,37.743855,-122.40567,,,0.01,#2 lane blocked due to accident on US-101 Northbound at Exit 432 Potrero Ave.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-11-16 17:56:00,55.0,,62.0,30.07,10.0,West,19.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,18,29
424,A-17166,MapQuest,201.0,3,2016-11-16 19:54:17,2016-11-16 20:23:59,37.73864,-122.407997,,,0.01,Accident on I-280 Northbound at Exits 54 54A 54B US-101.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2016-11-16 19:56:00,54.0,,62.0,30.08,10.0,WNW,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,19,29
427,A-17253,MapQuest,201.0,3,2016-11-17 09:21:41,2016-11-17 09:51:16,37.789082,-122.387558,,,0.01,Right lane blocked due to accident on I-80 Eastbound near Exits 2B 2C Harrison St.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2016-11-17 08:53:00,52.0,,74.0,30.15,10.0,SE,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,29
434,A-17656,MapQuest,241.0,2,2016-11-18 23:51:26,2016-11-19 00:20:53,37.743958,-122.405594,,,0.01,Lane blocked and queueing traffic due to accident on US-101 Northbound at Exit 432 Potrero Ave.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-11-18 23:56:00,57.9,,58.0,29.96,10.0,SSE,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,23,29
439,A-17806,MapQuest,201.0,3,2016-11-20 13:21:34,2016-11-20 13:51:01,37.729954,-122.439507,,,0.01,#1 lane blocked due to accident on I-280 Northbound at Exit 52 Bosworth St.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-11-20 12:56:00,57.9,,90.0,29.92,10.0,North,6.9,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,29
440,A-17829,MapQuest,201.0,3,2016-11-20 15:52:47,2016-11-20 16:37:24,37.729954,-122.439507,,,0.01,Accident on I-280 Northbound at Exit 52 Bosworth St.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-11-20 15:56:00,60.1,,83.0,29.9,10.0,NE,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,44
452,A-18159,MapQuest,241.0,2,2016-11-22 17:00:44,2016-11-22 17:30:25,37.743958,-122.405594,,,0.01,Fast lane blocked due to accident on US-101 Northbound at Exit 432 Potrero Ave.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-11-22 16:56:00,57.0,,69.0,30.15,10.0,SW,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,17,29
454,A-18267,MapQuest,241.0,3,2016-11-23 02:43:14,2016-11-23 03:27:51,37.721279,-122.448204,,,0.01,One lane blocked due to accident on I-280 Southbound at Exit 51 Ocean Ave.,,Geneva Ave,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-11-23 02:56:00,53.1,,83.0,30.19,10.0,West,6.9,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2,44
465,A-18859,MapQuest,201.0,3,2016-11-26 15:28:00,2016-11-26 16:12:40,37.731361,-122.423836,,,0.01,Accident on I-280 Northbound at Exit 53 Alemany Blvd.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-11-26 15:56:00,54.0,,77.0,29.86,7.0,West,17.3,0.02,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,44
466,A-18874,MapQuest,201.0,3,2016-11-26 16:16:51,2016-11-26 17:00:00,37.727306,-122.402786,,,0.01,Accident on I-280 Southbound at Exits 54 54A 54B US-101.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-11-26 15:56:00,54.0,,77.0,29.86,7.0,West,17.3,0.02,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,43
469,A-18951,MapQuest,241.0,2,2016-11-27 05:16:24,2016-11-27 05:45:50,37.723717,-122.401115,,,0.01,#1 lane blocked due to accident on US-101 Southbound at Paul Ave.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-11-27 04:56:00,52.0,,83.0,29.97,10.0,West,9.2,0.03,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,5,29
470,A-18986,MapQuest,201.0,2,2016-11-27 11:10:50,2016-11-27 11:38:33,37.725857,-122.44638799999998,,,0.01,On ramp accident on Geneva Ave Northbound at I-280.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-11-27 10:56:00,57.0,,59.0,30.11,10.0,WNW,13.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,27
475,A-19229,MapQuest,241.0,3,2016-11-29 05:00:11,2016-11-29 05:29:55,37.732292,-122.414909,,,0.01,#1 lane blocked due to accident on I-280 Southbound at Exit 53 Alemany Blvd.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-11-29 04:56:00,46.9,,77.0,30.08,10.0,Calm,,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,5,29
489,A-19914,MapQuest,201.0,3,2016-09-14 00:31:30,2016-09-14 01:01:30,37.719143,-122.448471,,,0.0,Accident on I-280 Southbound at Exit 51 Ocean Ave.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-09-14 00:56:00,62.1,,67.0,30.03,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,0,30
492,A-20117,MapQuest,201.0,2,2016-09-14 21:14:05,2016-09-14 21:50:00,37.769669,-122.41613,,,0.0,Accident on US-101 Van Ness Ave Northbound at Exits 434A 434B 13th St.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2016-09-14 20:56:00,62.1,,70.0,30.06,10.0,West,17.3,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,21,35
496,A-20293,MapQuest,201.0,3,2016-09-15 17:27:41,2016-09-15 18:00:00,37.726318,-122.44603700000002,,,0.0,Accident on I-280 Southbound at Exit 51 Ocean Ave.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-09-15 17:56:00,61.0,,72.0,29.99,10.0,WNW,23.0,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,32
499,A-20348,MapQuest,201.0,2,2016-09-15 20:07:27,2016-09-15 20:40:00,37.761818,-122.40586100000002,,,0.0,Accident on US-101 Northbound at Exit 433A Vermont St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-09-15 19:53:00,60.1,,83.0,30.0,10.0,West,9.2,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day,20,32
502,A-20392,MapQuest,201.0,2,2016-09-15 21:26:57,2016-09-15 22:00:00,37.761818,-122.40586100000002,,,0.0,Accident on US-101 Northbound at Exit 433A Vermont St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-09-15 21:53:00,57.9,,84.0,30.02,10.0,West,11.5,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,21,33
503,A-20411,MapQuest,201.0,2,2016-09-15 22:37:59,2016-09-15 23:15:00,37.761818,-122.40586100000002,,,0.0,Accident on US-101 Northbound at Exit 433A Vermont St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-09-15 22:49:00,57.2,,88.0,30.02,10.0,West,13.8,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22,37
504,A-20470,MapQuest,201.0,3,2016-09-16 11:46:38,2016-09-16 12:16:38,37.73217,-122.430733,,,0.0,Slow lane blocked due to accident on I-280 Southbound near Monterey Blvd.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-09-16 11:56:00,64.0,,67.0,29.99,10.0,NNE,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,30
507,A-20589,MapQuest,201.0,2,2016-09-16 20:40:30,2016-09-16 21:20:00,37.743958,-122.405586,,,0.0,Lane blocked on exit ramp due to accident on US-101 Northbound at Exit 432 Cesar Chavez.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-09-16 20:56:00,55.9,,87.0,29.96,10.0,WNW,19.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,20,39
511,A-20790,MapQuest,201.0,2,2016-09-18 13:10:14,2016-09-18 13:40:14,37.743958,-122.405586,,,0.0,#1 lane blocked due to accident on US-101 Northbound at Exit 432 Cesar Chavez.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-09-18 12:56:00,73.9,,66.0,29.96,10.0,NE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,30
515,A-20965,MapQuest,201.0,3,2016-09-19 14:36:25,2016-09-19 15:21:25,37.729942,-122.439499,,,0.0,#3 lane blocked due to accident on I-280 Northbound before Exit 52 San Jose Ave.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-09-19 14:56:00,84.9,,34.0,29.88,10.0,NW,12.7,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,45
532,A-22169,MapQuest,201.0,3,2016-09-27 15:17:20,2016-09-27 15:46:51,37.732292,-122.414909,,,0.0,Right hand shoulder blocked due to accident on I-280 Southbound at Exit 53 Alemany Blvd.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-09-27 14:56:00,77.0,,36.0,29.85,10.0,WNW,18.4,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,29
537,A-22322,MapQuest,201.0,3,2016-09-28 12:35:30,2016-09-28 13:05:16,37.731354,-122.424118,,,0.0,Accident on I-280 Northbound at Exit 53 Alemany Blvd.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-09-28 12:56:00,64.9,,65.0,29.9,10.0,WNW,18.4,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,29
545,A-22737,MapQuest,201.0,3,2016-10-02 07:49:25,2016-10-02 08:19:12,37.731361,-122.423836,,,0.0,Accident on I-280 Northbound at Exit 53 Alemany Blvd.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-10-02 07:56:00,57.9,,84.0,30.06,10.0,West,3.5,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,29
546,A-22750,MapQuest,241.0,2,2016-10-02 11:21:19,2016-10-02 11:50:49,37.740299,-122.40786,,,0.0,One lane blocked due to accident on US-101 Northbound at I-280.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-10-02 10:56:00,66.0,,59.0,30.07,10.0,WSW,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,29
552,A-23093,MapQuest,241.0,2,2016-10-04 18:25:19,2016-10-04 18:54:31,37.723717,-122.401115,,,0.0,Right lane blocked due to accident on US-101 Southbound at Exit 430A Mansell St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-10-04 17:56:00,64.9,,52.0,29.99,10.0,West,26.5,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,18,29
555,A-23250,MapQuest,201.0,3,2016-10-05 12:20:47,2016-10-05 12:50:10,37.714169,-122.451347,,,0.0,Accident on I-280 Southbound at Mission St.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-10-05 11:56:00,66.0,,52.0,30.09,10.0,NNE,5.8,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,29
557,A-23293,MapQuest,201.0,2,2016-10-05 15:52:18,2016-10-05 16:21:36,37.740299,-122.40786,,,0.0,Right hand shoulder blocked due to accident on I-280 Northbound at Exits 54 54A 54B US-101.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-10-05 15:56:00,68.0,,50.0,30.06,10.0,West,21.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,29
